epoch,train_loss,val_size_exact_accuracy,val_size_within_one_accuracy,val_chemo_accuracy,val_combined
1027,0.933772,0.578916,0.800287,0.772047,0.788991
1028,0.930858,0.574129,0.796099,0.770372,0.785808
1029,0.931156,0.581668,0.796937,0.766902,0.784923
1030,0.930338,0.581548,0.800646,0.763552,0.785808
1031,0.930491,0.574967,0.79586,0.768458,0.784899
1032,0.935052,0.583822,0.79921,0.766663,0.786191
1033,0.930772,0.582266,0.800526,0.771329,0.788848
1034,0.932862,0.580591,0.79574,0.773244,0.786742
1035,0.935152,0.580112,0.798373,0.773244,0.788321
1036,0.927023,0.579754,0.8028,0.774201,0.791361
1037,0.922931,0.574249,0.800168,0.768218,0.787388
1038,0.933617,0.579873,0.79933,0.770252,0.787699
1039,0.933573,0.581788,0.798732,0.772646,0.788297
1040,0.92553,0.575087,0.793347,0.768099,0.783248
1041,0.926001,0.579634,0.797176,0.766304,0.784827
1042,0.930587,0.575446,0.798253,0.768338,0.786287
1043,0.924371,0.578796,0.798133,0.768936,0.786454
1044,0.929504,0.580112,0.798851,0.768936,0.786885
1045,0.928343,0.572335,0.794903,0.767141,0.783798
1046,0.932123,0.58454,0.804116,0.771449,0.791049
1047,0.929847,0.570899,0.797415,0.769774,0.786359
1048,0.925574,0.58083,0.794544,0.773364,0.786072
1049,0.926883,0.575206,0.794424,0.768817,0.784181
1050,0.92203,0.581668,0.803877,0.770133,0.790379
1051,0.926132,0.576283,0.797894,0.773842,0.788273
1052,0.919163,0.581668,0.802441,0.771808,0.790188
1053,0.932438,0.586335,0.802561,0.770492,0.789733
1054,0.933018,0.585856,0.804116,0.77109,0.790906
1055,0.923832,0.582984,0.804475,0.772885,0.791839
1056,0.927764,0.574728,0.797774,0.768936,0.786239
1057,0.928303,0.583463,0.798971,0.769415,0.787148
1058,0.926692,0.578916,0.795381,0.769415,0.784995
1059,0.927231,0.580352,0.799569,0.76403,0.785354
1060,0.930398,0.578796,0.79921,0.766423,0.786095
1061,0.925455,0.578318,0.800526,0.767261,0.78722
1062,0.92631,0.578078,0.801364,0.765586,0.787053
1063,0.924051,0.576403,0.800048,0.765825,0.786359
1064,0.925513,0.57377,0.795381,0.770851,0.785569
1065,0.924277,0.573412,0.794544,0.771808,0.785449
1066,0.923539,0.581907,0.800766,0.770372,0.788608
1067,0.921431,0.582266,0.800287,0.769774,0.788082
1068,0.92436,0.583702,0.800168,0.770731,0.788393
1069,0.921555,0.571497,0.794544,0.768338,0.784061
1070,0.919479,0.584061,0.798373,0.762116,0.78387
1071,0.921848,0.586574,0.801962,0.763791,0.786694
1072,0.927013,0.571856,0.795261,0.768218,0.784444
1073,0.921295,0.577959,0.800407,0.768458,0.787627
1074,0.924575,0.583224,0.798971,0.769535,0.787196
1075,0.922748,0.576164,0.797774,0.77121,0.787148
1076,0.92253,0.578796,0.799569,0.767141,0.786598
1077,0.922667,0.579754,0.797535,0.766064,0.784947
1078,0.923873,0.579634,0.799809,0.773483,0.789278
1079,0.924191,0.577959,0.800885,0.770013,0.788537
1080,0.922571,0.577001,0.801843,0.773483,0.790499
1081,0.925432,0.580232,0.79945,0.769535,0.787484
1082,0.920643,0.579275,0.797176,0.771928,0.787077
1083,0.92341,0.583822,0.801244,0.770851,0.789087
1084,0.921668,0.57736,0.79945,0.77097,0.788058
1085,0.925725,0.573053,0.796817,0.771449,0.78667
1086,0.919667,0.580471,0.801843,0.769535,0.788919
1087,0.916011,0.58083,0.802202,0.771329,0.789853
1088,0.926399,0.571736,0.793945,0.767859,0.783511
1089,0.919365,0.582984,0.800407,0.767859,0.787388
1090,0.918383,0.57401,0.798253,0.773483,0.788345
1091,0.915405,0.58107,0.803398,0.769894,0.789996
1092,0.919768,0.5776,0.796817,0.765586,0.784325
1093,0.917271,0.582506,0.798971,0.766782,0.786095
1094,0.916327,0.577839,0.801603,0.768218,0.788249
1095,0.914125,0.578796,0.797894,0.769894,0.786694
1096,0.916872,0.574488,0.797535,0.766184,0.784995
1097,0.918959,0.582147,0.803638,0.77109,0.790619
1098,0.917626,0.575805,0.800407,0.772646,0.789302
1099,0.916028,0.576762,0.801484,0.769415,0.788656
1100,0.920699,0.569822,0.794663,0.769774,0.784707
1101,0.921207,0.580232,0.799091,0.773483,0.788848
1102,0.922913,0.581309,0.79562,0.773005,0.786574
1103,0.916545,0.584899,0.806151,0.770731,0.791983
1104,0.916277,0.583343,0.801843,0.77097,0.789494
1105,0.917503,0.585976,0.801005,0.772287,0.789518
1106,0.91963,0.578796,0.796219,0.76762,0.784779
1107,0.920874,0.58095,0.799091,0.76391,0.785019
1108,0.920436,0.578677,0.79945,0.773483,0.789063
1109,0.917109,0.578198,0.801723,0.767859,0.788178
1110,0.916567,0.575685,0.79945,0.773364,0.789015
1111,0.915077,0.573412,0.797296,0.77109,0.786813
1112,0.915553,0.573651,0.796219,0.768218,0.785019
