candidate_id,qed,sa_score,mw,logp,tpsa,hbd,hba,rotatable_bonds,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk
CAND_89d433f85a,0.4083,3.869,434.448,3.4546,106.95,2,7,0,0,True,0.733735,0.681222,1.0,no_major_descriptor_risk
CAND_332473e181,0.3555,3.942,447.491,3.0701,109.75,3,7,0,0,True,0.709975,0.673111,1.0,no_major_descriptor_risk
CAND_995a7d9373,0.376,3.786,419.437,2.9851,109.75,3,7,0,0,True,0.7192,0.690444,1.0,no_major_descriptor_risk
CAND_95b9b9b3bc,0.3658,3.864,433.464,3.0276,109.75,3,7,0,0,True,0.71461,0.681778,1.0,no_major_descriptor_risk
CAND_14bff5ed78,0.3225,5.156,553.627,2.7936,124.25,2,9,1,1,True,0.596125,0.538222,1.0,1_lipinski_violations
CAND_8f01a27ead,0.3143,5.234,567.654,3.1837,124.25,2,9,1,1,True,0.592435,0.529556,1.0,1_lipinski_violations
CAND_7a20d1ecf6,0.3225,5.156,553.627,2.7936,124.25,2,9,1,1,True,0.596125,0.538222,1.0,1_lipinski_violations
CAND_0c4c571dfb,0.3224,4.906,553.627,2.925,124.25,2,9,1,1,True,0.59608,0.566,1.0,1_lipinski_violations
CAND_7bb640e370,0.3146,4.984,567.654,2.9675,124.25,2,9,1,1,True,0.59257,0.557333,1.0,1_lipinski_violations
CAND_41d4e94ffe,0.3225,5.156,553.627,2.7936,124.25,2,9,1,1,True,0.596125,0.538222,1.0,1_lipinski_violations
CAND_5a97f362dc,0.3143,5.234,567.654,3.1837,124.25,2,9,1,1,True,0.592435,0.529556,1.0,1_lipinski_violations
CAND_77c6dea9a3,0.3396,5.031,553.627,2.7952,124.25,2,9,2,1,True,0.60382,0.552111,1.0,1_lipinski_violations
CAND_0ff829bf6a,0.3224,4.906,553.627,2.925,124.25,2,9,1,1,True,0.59608,0.566,1.0,1_lipinski_violations
CAND_0b27caaeee,0.3396,5.031,553.627,2.888,124.25,2,9,2,1,True,0.60382,0.552111,1.0,1_lipinski_violations
CAND_3ff403a17c,0.3535,4.587,473.581,3.4725,122.88,4,6,2,0,True,0.709075,0.601444,1.0,no_major_descriptor_risk
CAND_7bc97f0fe0,0.3533,4.587,473.581,3.5095,122.88,4,6,2,0,True,0.708985,0.601444,1.0,no_major_descriptor_risk
CAND_3b3082de1a,0.3533,4.587,473.581,3.5095,122.88,4,6,2,0,True,0.708985,0.601444,1.0,no_major_descriptor_risk
CAND_8549297afc,0.354,5.087,473.581,3.3654,122.88,4,6,2,0,True,0.7093,0.545889,1.0,no_major_descriptor_risk
CAND_08b54610ec,0.354,5.087,473.581,3.3654,122.88,4,6,2,0,True,0.7093,0.545889,1.0,no_major_descriptor_risk
CAND_357e45b771,0.3611,4.712,473.581,3.5095,122.88,4,6,3,0,True,0.712495,0.587556,1.0,no_major_descriptor_risk
CAND_5b23445a2b,0.4137,4.717,474.565,3.9365,120.08,3,6,3,0,True,0.736165,0.587,1.0,no_major_descriptor_risk
CAND_d67a9ef0b7,0.3611,4.712,473.581,3.5095,122.88,4,6,3,0,True,0.712495,0.587556,1.0,no_major_descriptor_risk
CAND_fb356d436b,0.4137,4.717,474.565,3.9365,120.08,3,6,3,0,True,0.736165,0.587,1.0,no_major_descriptor_risk
CAND_f052a4028a,0.3446,5.568,627.8,3.8288,156.38,2,9,3,1,False,0.52357,0.492444,1.0,1_lipinski_violations;veber_fail
CAND_83acde3226,0.402,4.258,414.473,2.4863,115.28,3,8,0,0,True,0.7309,0.638,1.0,no_major_descriptor_risk
CAND_f7d1a45571,0.402,4.258,414.473,2.4863,115.28,3,8,0,0,True,0.7309,0.638,1.0,no_major_descriptor_risk
CAND_d766cd7f09,0.402,4.258,414.473,2.4863,115.28,3,8,0,0,True,0.7309,0.638,1.0,no_major_descriptor_risk
CAND_8be2ff7562,0.3916,4.336,428.5,2.8764,115.28,3,8,0,0,True,0.72622,0.629333,1.0,no_major_descriptor_risk
CAND_54dc84ab36,0.4693,3.914,397.486,3.7467,94.02,2,6,0,0,True,0.761185,0.676222,1.0,no_major_descriptor_risk
CAND_5eea81b5b7,0.4019,4.008,414.473,2.4452,115.28,3,8,0,0,True,0.730855,0.665778,1.0,no_major_descriptor_risk
CAND_37578faec4,0.3913,4.086,428.5,2.4877,115.28,3,8,0,0,True,0.726085,0.657111,1.0,no_major_descriptor_risk
CAND_fdbb3ef588,0.401,4.258,414.473,2.1713,115.28,3,8,0,0,True,0.73045,0.638,1.0,no_major_descriptor_risk
CAND_3cdfb620ec,0.4371,4.353,431.525,3.3149,103.25,2,8,0,0,True,0.746695,0.627444,1.0,no_major_descriptor_risk
CAND_7e977bd2d9,0.4551,4.52,461.62,4.3479,94.02,2,8,2,0,True,0.754795,0.608889,1.0,no_major_descriptor_risk
CAND_ef71159702,0.4693,3.914,397.486,3.7467,94.02,2,6,0,0,True,0.761185,0.676222,1.0,no_major_descriptor_risk
CAND_220efee5d2,0.4019,4.008,414.473,2.4452,115.28,3,8,0,0,True,0.730855,0.665778,1.0,no_major_descriptor_risk
CAND_3dd20a9d3d,0.3913,4.086,428.5,2.4877,115.28,3,8,0,0,True,0.726085,0.657111,1.0,no_major_descriptor_risk
CAND_85557e1e55,0.4693,3.914,397.486,3.7467,94.02,2,6,0,0,True,0.761185,0.676222,1.0,no_major_descriptor_risk
CAND_7a4b585420,0.4019,4.008,414.473,2.4452,115.28,3,8,0,0,True,0.730855,0.665778,1.0,no_major_descriptor_risk
CAND_8f136f2ddc,0.3913,4.086,428.5,2.4877,115.28,3,8,0,0,True,0.726085,0.657111,1.0,no_major_descriptor_risk
CAND_beee1ab454,0.4409,4.598,475.647,4.3904,94.02,2,8,2,0,True,0.748405,0.600222,1.0,no_major_descriptor_risk
CAND_f0ba60f802,0.4693,3.914,397.486,3.7467,94.02,2,6,0,0,True,0.761185,0.676222,1.0,no_major_descriptor_risk
CAND_6a1a769c80,0.4019,4.008,414.473,2.4452,115.28,3,8,0,0,True,0.730855,0.665778,1.0,no_major_descriptor_risk
CAND_3198f64aca,0.4693,3.914,397.486,3.7467,94.02,2,6,0,0,True,0.761185,0.676222,1.0,no_major_descriptor_risk
CAND_cdaa041666,0.458,5.254,548.694,4.2919,112.4,2,10,4,1,True,0.6571,0.527333,1.0,1_lipinski_violations
CAND_762c696b6a,0.4347,5.332,562.721,4.682,112.4,2,10,4,1,True,0.646615,0.518667,1.0,1_lipinski_violations
CAND_fa5360470f,0.4124,5.488,590.775,4.767,112.4,2,10,4,1,True,0.63658,0.501333,1.0,1_lipinski_violations
