mol_id,canonical_smiles,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,num_atoms,num_heavy_atoms,num_rings,max_ring_size,formal_charge,passes_rdkit,passes_basic_filters
JAK2_1cc95fb461,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@H](C4CC4)C(F)(F)F)c23)cn1,428.418,3.9683,101.62,3,4,5,0.4477,31,31,5,6,0,,True
JAK2_da21376389,O=C(Nc1cccc2c1[nH]c1ccccc12)C(F)(F)F,278.233,3.8219,44.89,2,1,1,0.6979,20,20,3,6,0,,True
JAK2_e8596d56e7,CN1C/C=C/CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)C1,395.51,5.2336,45.98,1,4,0,0.414,30,30,5,18,0,,True
JAK2_bc8d95b8eb,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccc(Cl)cc4)CC3)nn3cccc23)n[nH]1,450.934,3.0491,94.45,2,6,5,0.485,32,32,5,6,0,,True
JAK2_dd65fc4349,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,473.577,4.6121,81.63,1,8,4,0.5503,35,35,5,18,0,,True
JAK2_d5d27dfd44,C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CCCCC1,312.417,3.5339,70.67,2,3,4,0.9069,23,23,4,6,0,,True
JAK2_37bf299c61,Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1,331.38,3.0873,88.51,2,8,5,0.7424,23,23,3,6,0,,True
JAK2_67619c76a6,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C[C@H](C)O)CC4)c(F)c3)nn12,476.556,3.7904,78.16,2,7,7,0.4202,35,35,5,6,0,,True
JAK2_344d035961,Cc1ccc(C(F)(F)F)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,361.327,3.147,110.68,3,4,3,0.6653,26,26,3,6,0,,True
JAK2_93bce114c0,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(F)cccc5F)c4n3)c2c1,403.352,2.6567,105.18,1,5,3,0.4986,30,30,5,6,0,,True
JAK2_78be45a21d,C[C@@H]1CCN(C(=O)CO)C[C@@H]1N(C)c1ncnc2[nH]ccc12,303.366,0.6234,85.35,2,5,3,0.8682,22,22,3,6,0,,True
JAK2_fe3a302ec1,CCCc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1,323.352,2.6424,87.71,2,5,4,0.5706,24,24,3,6,0,,True
JAK2_4635e8b5a7,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(CN5CCS(=O)(=O)CC5)c4)nc23)cc1,511.629,2.7738,113.74,1,8,6,0.4204,35,35,5,6,0,,True
JAK2_88aab806f5,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,308.307,4.4366,46.5,1,2,1,0.7223,22,22,4,6,0,,True
JAK2_349178859a,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ccc(F)cn1,426.481,3.0922,111.88,2,10,6,0.6139,30,30,4,6,0,,True
JAK2_6bffee181b,Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,254.337,3.7262,46.5,1,2,1,0.7189,19,19,4,6,0,,True
JAK2_d0967076f8,CNc1nccc(-c2cc(C(N)=O)c(-c3cc(Cl)ccc3C)[nH]2)n1,341.802,3.2411,96.69,3,4,4,0.6782,24,24,3,6,0,,True
JAK2_61625c48ba,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccncn2)cc1C(N)=O,312.76,3.1994,84.66,2,3,3,0.7785,22,22,3,6,0,,True
JAK2_3c0d066975,COc1cc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc(OC)c1OC,371.824,4.5664,65.5,1,6,6,0.6845,26,26,3,6,0,,True
JAK2_61db91efb0,Clc1ccc(-n2nnnc2Sc2ncnc3sccc23)cc1,346.828,3.4716,69.38,0,7,3,0.5289,22,22,4,6,0,,True
JAK2_334ed3669d,C[C@@H](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,260.341,2.2797,72.42,2,3,3,0.8889,19,19,2,6,0,,True
JAK2_0e2e03941d,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CN(c3ccnc(F)c3)C2)c1,469.476,3.4492,99.35,3,6,6,0.2956,35,35,6,6,0,,True
JAK2_0d848f1cb9,CCCCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12,300.337,3.1661,83.8,3,3,5,0.6328,22,22,3,6,0,,True
JAK2_be1b46c1d1,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4Cl)c3)n2)cc1,457.921,5.7513,96.01,3,5,6,0.3422,33,33,4,6,0,,True
JAK2_d538809150,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,376.407,3.5636,78.09,2,3,2,0.8412,27,27,3,6,0,,True
JAK2_86274ac229,CN1CCN(Cc2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,476.606,3.2908,82.84,1,7,6,0.4572,34,34,5,6,0,,True
JAK2_bc7f2f8905,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,485.54,4.462,83.01,0,7,6,0.3987,36,36,5,6,0,,True
JAK2_83f2649a0b,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCC(C)C,383.883,4.0685,96.69,3,4,5,0.6182,27,27,3,6,0,,True
JAK2_acc745bbd8,CCOC(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,367.413,1.548,111.53,1,8,4,0.6914,27,27,4,6,0,,True
JAK2_6bebe2f849,COc1ccc2c(c1)C(=O)N(c1nc(C(=O)Nc3cnccc3N3CCNCC3)cs1)C2,450.524,2.369,99.69,2,8,5,0.6156,32,32,5,6,0,,True
JAK2_42eda36dd1,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,364.394,1.5196,113.29,3,7,1,0.6475,26,26,2,14,0,,True
JAK2_5820b88f74,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(N)cc(c2)C1,387.487,4.2399,76.3,2,6,0,0.4438,29,29,4,18,0,,True
JAK2_58abbc6ba8,O=c1[nH]ccc2nc(NCc3ccccn3)c3ccc(F)cc3c12,320.327,3.2225,70.67,2,4,3,0.5686,24,24,4,6,0,,True
JAK2_8d71f4b7aa,Cn1ccc2cccc(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc4nc[nH]c(=O)c34)c21,403.49,3.2352,113.65,4,6,4,0.416,30,30,5,6,0,,True
JAK2_816a38b335,COc1cc(Nc2nc3cccc(-c4cccc(NS(C)(=O)=O)c4)c3o2)cc(OC)c1OC,469.519,4.6357,111.92,2,8,8,0.384,33,33,4,6,0,,True
JAK2_392e861f10,O=C(CCl)/N=c1\sccn1Cc1ccccc1Cl,301.198,2.9174,34.36,0,2,3,0.8027,18,18,2,6,0,,True
JAK2_04ac301396,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C(F)(F)F,381.745,3.492,110.68,3,4,3,0.6444,26,26,3,6,0,,True
JAK2_a238e9d43d,OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21,363.377,2.4675,93.8,2,7,5,0.5261,27,27,5,6,0,,True
JAK2_e9e7548316,CN(C)c1ccc(C(F)(F)F)c(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1,399.372,3.8199,65.2,2,3,3,0.6584,29,29,4,6,0,,True
JAK2_2fcf0c292c,Nc1nc2c(-c3ccncc3)cccn2n1,211.228,1.3735,69.1,1,4,1,0.6597,16,16,3,6,0,,False
JAK2_031455ed44,Cc1cccc(Nc2sc(-c3ccc(F)cc3F)cc2C(N)=O)n1,345.374,4.2392,68.01,2,4,4,0.7431,24,24,3,6,0,,True
JAK2_3a930d656a,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,331.35,4.6504,61.8,2,3,3,0.5742,25,25,4,6,0,,True
JAK2_efbd18d7a2,COc1ccc2cc1COCC=CCOc1cccc(c1)-c1ccnc(n1)N2,375.428,4.361,65.5,1,6,1,0.6377,28,28,4,17,0,,True
JAK2_a47ffa20df,CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12,422.562,3.1168,90.89,3,9,7,0.4968,30,30,5,6,0,,True
JAK2_11f8c9d4db,OCCN1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,487.604,3.6045,82.98,2,8,3,0.5426,36,36,5,18,0,,True
JAK2_522c241c10,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC/1,478.618,5.0263,68.74,1,8,4,0.5278,34,34,5,18,0,,True
JAK2_9308a0b3ff,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,363.248,2.9579,69.85,2,3,0,0.7562,24,24,4,6,0,,True
JAK2_02db94a4e8,Nc1nn2cccnc2c1-c1cc(NCc2ccc(F)cc2)ncn1,335.346,2.5197,94.02,2,6,4,0.595,25,25,4,6,0,,True
JAK2_5398d50772,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,397.744,3.3718,119.91,3,5,4,0.623,27,27,3,6,0,,True
JAK2_0f122b00bd,C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C(C)(C)C,389.503,4.667,88.73,3,3,4,0.4739,29,29,4,6,0,,True
JAK2_1799a43d5c,CCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12,272.283,2.3859,83.8,3,3,3,0.6841,20,20,3,6,0,,True
JAK2_f4b445f0d9,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,358.352,2.6366,89.07,2,6,4,0.7453,26,26,3,6,0,,True
JAK2_078daf1496,CC(C)Nc1cc(-c2c(N)nn3cccnc23)ncn1,269.312,1.5888,94.02,2,6,3,0.7495,20,20,3,6,0,,True
JAK2_927180c033,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,389.459,3.6822,79.38,2,6,5,0.693,29,29,4,6,0,,True
JAK2_1987bf3668,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,381.415,3.638,93.54,2,6,6,0.5296,28,28,4,6,0,,True
JAK2_69b6c7ad6e,N#C[C@@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,378.436,1.7158,114.77,2,5,5,0.8219,28,28,5,6,0,,True
JAK2_1d134684ff,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,401.484,3.5586,94.91,2,5,5,0.4538,28,28,3,7,0,,True
JAK2_a6956eeec1,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(O)CC4)cc3)n2)cc1,439.541,3.2198,107.45,3,7,6,0.5412,31,31,4,6,0,,True
JAK2_78f0dc8dac,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,393.224,3.1164,104.3,3,7,5,0.6119,24,24,3,6,0,,True
JAK2_c778160c54,CC(C)(C)CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,428.58,6.074,50.28,1,5,1,0.4765,32,32,4,18,0,,True
JAK2_d17f69b0dc,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4)c3n2)cc(OC)c1OC,471.557,4.8218,65.94,0,7,7,0.3828,35,35,5,6,0,,True
JAK2_6132155614,N[C@H](CO)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,434.5,1.9819,125.63,4,8,7,0.4448,32,32,4,6,0,,True
JAK2_07db07d1c5,CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,301.78,1.7178,77.94,1,5,3,0.8756,18,18,2,6,0,,True
JAK2_865410227d,COc1cc(OC)cc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,356.382,2.9056,98.36,2,6,6,0.7046,26,26,3,6,0,,True
JAK2_127ddad99a,C[C@]1(O)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,274.324,1.1486,92.65,3,4,3,0.7824,20,20,3,6,0,,True
JAK2_29329cdbc7,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,495.591,3.2629,97.0,1,7,5,0.3997,37,37,6,6,0,,True
JAK2_1b1d19348c,CC(Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(C)(C)C,313.376,4.0619,57.78,2,3,2,0.7014,23,23,3,6,0,,True
JAK2_be6c98f234,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccsc3)cn21,345.468,3.0535,63.13,2,3,4,0.8945,24,24,3,6,0,,True
JAK2_8d10e8b31b,CC(C)[C@H](Nc1nc2ccncc2c2c(=O)[nH]ccc12)C(F)(F)F,336.317,3.4701,70.67,2,4,3,0.7186,24,24,3,6,0,,True
JAK2_3b7ac4b7ff,CN1CCC[C@@H]1C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,458.566,3.7565,82.62,2,7,6,0.582,34,34,5,6,0,,True
JAK2_1a54d57745,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)N3CCOCC3)c2)C1,500.603,4.5218,91.85,2,7,1,0.4748,37,37,5,18,0,,True
JAK2_86b883535b,Nc1n[nH]c2ccc(-c3cccc(Cl)n3)cc12,244.685,2.8605,67.59,2,3,1,0.647,17,17,3,6,0,,False
JAK2_4ca52a31fc,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4c(c3)CCC4)nc12,336.395,3.3771,79.9,2,4,4,0.7653,25,25,4,6,0,,True
JAK2_f95a1174a7,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OCCn2ccnc2)c1,413.437,2.923,101.04,3,5,7,0.4046,31,31,5,6,0,,True
JAK2_e7866c3380,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccc(Cl)cc34)nc12)C(=O)N1CC(C#N)C1,462.901,2.2653,132.59,2,6,4,0.4777,33,33,5,6,0,,True
JAK2_1a8156304e,CC1(C)C[C@@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,302.378,1.7847,92.65,3,4,3,0.8056,22,22,3,6,0,,True
JAK2_609fb0ec9d,N#CCNC(=O)c1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,414.469,2.9772,103.17,2,7,6,0.5978,31,31,4,6,0,,True
JAK2_f7a7250a14,NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccn1,295.367,3.6526,68.01,2,4,4,0.7716,21,21,3,6,0,,True
JAK2_7ada34f615,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,614.216,5.0241,102.93,2,10,9,0.3417,42,42,5,6,0,,True
JAK2_788ecb8a6d,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,378.822,5.9331,76.26,1,3,1,0.3669,28,28,5,6,0,,True
JAK2_f35e9dcb00,O=C(Cc1ccccc1)N1CCN(c2nc(Nc3ccccn3)c3cccn3n2)CC1,413.485,2.7592,78.66,1,6,5,0.5421,31,31,5,6,0,,True
JAK2_d419cab11a,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1Cl,348.193,3.1266,110.68,3,4,3,0.6751,23,23,3,6,0,,True
JAK2_6ba48c0238,COc1ccc(-c2cc(-c3cc(C)ccc3O)[nH]n2)cc1,280.327,3.7663,58.14,2,3,3,0.7675,21,21,3,6,0,,True
JAK2_2359f243c7,COc1ccccc1-c1nnc(Sc2nc([N+](=O)[O-])nn2C)o1,334.317,1.9331,122.0,0,9,5,0.5083,23,23,3,6,0,,True
JAK2_98950431a1,C[C@@H](Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,316.368,3.3836,68.52,1,5,4,0.6249,24,24,4,6,0,,True
JAK2_6bbe5c39de,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nn12,401.47,3.9851,63.92,1,6,5,0.5457,30,30,5,6,0,,True
JAK2_52a796004f,O=C1CCN(CCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)C1,486.572,4.1438,85.81,1,8,4,0.5509,36,36,5,18,0,,True
JAK2_84511f374e,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(o1)-c1ccnc(n1)N2,436.512,4.0236,81.88,1,8,4,0.4851,32,32,4,18,0,,True
JAK2_f40344ea88,Cc1cc(-c2cccc3ncc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)nc23)ccc1CN1CCOCC1,522.649,4.8852,67.79,0,6,5,0.3721,39,39,6,6,0,,True
JAK2_2840b6d407,Cc1cc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)ccn1,343.434,4.9667,55.11,1,4,4,0.5684,26,26,4,6,0,,True
JAK2_1fabe0b6e5,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,480.891,2.4044,132.59,2,6,4,0.4606,34,34,5,6,0,,True
JAK2_861df9394a,O=C(CSc1nnnn1-c1ccc(F)cc1)c1ccc(O)c(O)c1,346.343,2.1876,101.13,2,7,5,0.4147,24,24,3,6,0,,True
JAK2_ef845a765a,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OC(F)(F)F)c(c2)C1,456.468,5.5563,59.51,1,6,1,0.4843,33,33,4,18,0,,True
JAK2_1d42209606,Nc1nn2cccnc2c1-c1cc(N2CCCCC2)ncn1,295.35,1.7588,85.23,1,6,2,0.7751,22,22,4,6,0,,True
JAK2_ac110a4094,O=c1[nH]c2cnc(-n3cnc4ccc(C(F)(F)F)cc43)nc2n1C1CCOCC1,404.352,2.8288,90.62,1,5,2,0.5549,29,29,5,6,0,,True
JAK2_4ca72aaeb3,CS(=O)(=O)c1cccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)c1,504.616,3.2081,122.69,2,7,7,0.3962,36,36,5,6,0,,True
JAK2_f94799c74c,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,547.633,3.7891,107.92,0,8,7,0.344,39,39,5,6,0,,True
JAK2_efe4ea3ad3,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OCCN3CCCCC3)c(c2)C1,499.659,5.5224,62.75,1,7,4,0.4742,37,37,5,18,0,,True
JAK2_00b175c137,COc1ccc(-c2cccc3nc(Nc4ccnc(C)c4)nn23)cc1,331.379,3.8519,64.34,1,5,4,0.6152,25,25,4,6,0,,True
JAK2_144c512109,CN1CCN(c2ccc(Nc3nccc(-c4ccc(C(=O)NCC#N)cc4)n3)cc2)CC1,427.512,2.8924,97.18,2,7,6,0.584,32,32,4,6,0,,True
JAK2_b881dd1b25,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,475.593,4.473,75.89,1,8,4,0.5541,35,35,5,18,0,,True
JAK2_98be60090e,O=C(CCl)NC(=O)NC12CC3CC(CC(C3)C1)C2,270.76,2.0198,58.2,2,2,2,0.7545,18,18,4,6,0,,True
JAK2_eb8659fda2,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,401.47,3.424,86.9,2,5,7,0.4955,30,30,4,6,0,,True
JAK2_0d8451bc9f,c1ccc(CNc2ccnc(-n3cnc4ccncc43)n2)cc1,302.341,2.8226,68.52,1,5,4,0.6276,23,23,4,6,0,,True
JAK2_f800abb061,CNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,368.462,2.7417,80.48,2,6,3,0.743,26,26,4,6,0,,True
JAK2_3647a2142d,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)ccc1C(=O)N1CCN(C)CC1,569.731,3.8902,86.71,0,7,5,0.3605,41,41,6,6,0,,True
JAK2_4be59170c2,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(P(C)(C)=O)cc5)cccn4n3)c2)CC1,460.522,4.1397,65.77,1,6,5,0.4519,33,33,5,6,0,,True
JAK2_70cc9d691f,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)n[nH]1,417.424,2.3296,116.77,3,9,6,0.5554,30,30,4,6,0,,True
JAK2_98ab1cfb36,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccccc1Cl,333.558,3.018,61.19,0,4,3,0.8101,20,20,2,6,0,,True
JAK2_1101b15f92,CSc1ccccc1Nc1nc(N2CCN(C3CCNCC3)CC2)nc2c(NCC3CC3)ncnc12,505.696,3.5812,94.13,3,10,8,0.3945,36,36,6,6,0,,True
JAK2_662a262f4c,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,528.54,5.2335,96.61,1,6,7,0.3107,39,39,5,6,0,,True
JAK2_960b66cbbc,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4F)c3n2)cc(OC)c1OC,489.547,4.9609,65.94,0,7,7,0.3635,36,36,5,6,0,,True
JAK2_c5389e0c5f,C[C@@H]1CCN(S(=O)(=O)CC(F)(F)F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,391.419,1.9966,82.19,1,5,4,0.8621,26,26,3,6,0,,True
JAK2_b1adeeecf0,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(Cl)cccc5Cl)c4n3)c2c1,436.262,3.6853,105.18,1,5,3,0.4646,30,30,5,6,0,,True
JAK2_0d061b421e,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CC(C#N)C4)C(C)(C)C)c3n2)c2ccc(Cl)cc21,504.982,3.2915,132.59,2,6,4,0.4379,36,36,5,6,0,,True
JAK2_d890adc937,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,476.562,2.371,128.08,2,8,7,0.4976,34,34,4,6,0,,True
JAK2_96a01ee8ba,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc1,437.569,4.2446,87.22,2,6,7,0.5748,31,31,4,6,0,,True
JAK2_d166bdb885,COc1cccc(/C=N/NC(=O)c2[nH]c(C)c(C(=O)N/N=C/c3cccc(OC)c3O)c2C)c1O,479.493,2.5877,157.63,5,8,8,0.2468,35,35,3,6,0,,True
JAK2_11c5ca5dd8,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,372.472,4.6577,50.28,1,5,0,0.5819,28,28,4,18,0,,True
JAK2_6735dbe647,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl,452.922,3.8907,87.03,2,7,5,0.4774,30,30,5,6,0,,True
JAK2_24b9ac8616,C[C@@]1(O)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,274.324,1.1486,92.65,3,4,3,0.7824,20,20,3,6,0,,True
JAK2_99c1157220,Cc1nc2c(=O)n(C)c(=O)n(C)c2nc1Cl,240.65,-0.011,69.78,0,4,0,0.6495,16,16,2,6,0,,False
JAK2_2de3546599,N#CCC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,414.469,3.576,103.17,2,7,6,0.6354,31,31,4,6,0,,True
JAK2_a11faf2283,C[C@H](Nc1cc(-c2cccc(C#N)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,417.476,4.9223,92.31,1,6,5,0.4362,32,32,5,6,0,,True
JAK2_caacddddc1,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCCCC1,341.415,1.9661,90.98,2,4,4,0.8893,25,25,4,6,0,,True
JAK2_7199fc7e1a,C[C@H](Nc1nc(Nc2cn(C)cn2)c2ccccc2n1)c1ncc(F)cn1,364.388,3.2091,93.44,2,7,5,0.5615,27,27,4,6,0,,True
JAK2_e216ad2482,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cc1,477.546,3.0158,105.9,1,7,5,0.471,34,34,5,6,0,,True
JAK2_f140dc790a,CCN(CC)CCOc1ccc2cc1CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,487.648,5.3783,62.75,1,7,6,0.4686,36,36,4,18,0,,True
JAK2_8a10d0f2de,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C)C5CC5)c4n3)cc21,419.485,3.4019,109.0,3,5,6,0.5674,31,31,5,6,0,,True
JAK2_c347932503,Cc1cccc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,342.446,5.5717,42.22,1,3,4,0.5269,26,26,4,6,0,,True
JAK2_3ed58ca77d,NC(=O)c1cnc(NC2CCCCC2)c2c1[nH]c1ccc(F)cc12,326.375,3.6987,83.8,3,3,3,0.686,24,24,4,6,0,,True
JAK2_1d59c0fe84,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc(Cl)c3[nH]nc(N)c3c2)cc1,378.885,3.5423,100.87,3,4,3,0.6483,25,25,3,6,0,,True
JAK2_e11695626f,CC(C)C1C(C#N)=C(N)Oc2[nH]nc(-c3ccc4ccccc4c3)c21,330.391,4.0558,87.72,2,4,2,0.7416,25,25,4,6,0,,True
JAK2_ac54f530b8,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,348.773,3.0073,104.3,3,7,5,0.6506,24,24,3,6,0,,True
JAK2_494298beb8,C[C@H](Nc1cc(N2CC[C@@H](O)C2)nc(-n2cnc3ccncc32)n1)c1ccccc1,401.474,2.9546,91.99,2,7,5,0.5311,30,30,5,6,0,,True
JAK2_5244fcd33d,COc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,329.339,2.6591,100.64,3,7,6,0.6389,24,24,3,6,0,,True
JAK2_be75e8f15e,CN1C/C=C/COCC2CCCN(C2)c2ccnc(n2)Nc2cccc(c2)C1,379.508,3.4548,53.52,1,6,0,0.7078,28,28,4,18,0,,True
JAK2_01705de244,CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C#N)c3)nc12,321.34,2.7601,103.69,2,5,4,0.7687,24,24,3,6,0,,True
JAK2_c4dc83ae2d,O=c1cc(-c2[nH]c(-c3ccc(-c4nnn[n-]4)cc3)nc2-c2ccc(F)cc2)cc[nH]1.[K+],437.479,0.0513,114.31,2,5,4,0.3843,31,31,5,6,0,,True
